,Building,Neighbourhood,Address,City,Listing,Bed,Bath,SqFt,Min Price,Max Price,Price,Pets,Controlled Access,Fitness Center,Outdoor Space,Residents Lounge,Roof Deck,Storage,Swimming Pool,Air Conditioning,Balcony,Furnished,Hardwood Floor,High Ceilings,In Unit Laundry,Date,Latitude,Longitude,Url
2999,4 Monk Street,The Glebe Apartments,"4 Monk St, Ottawa, ON K1S 3Y6",Ottawa,1 Bedroom,1,1.0,446,1895,2195,2045.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,45.40117703443878,-75.68832256962189,https://www.padmapper.com/buildings/p963687/apartments-at-4-monk-st-ottawa-on-k1s-3y6
3000,4 Monk Street,The Glebe Apartments,"4 Monk St, Ottawa, ON K1S 3Y6",Ottawa,2 Bedroom,2,1.0,1136,3800,3800,3800.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,45.40117703443878,-75.68832256962189,https://www.padmapper.com/buildings/p963687/apartments-at-4-monk-st-ottawa-on-k1s-3y6
3001,Carruthers Residential,Hintonburg Apartments,"175 Carruthers Ave, Ottawa, ON K1Y 4H8",Ottawa,1 Bedroom + Den - Plan 1.5A,1,1.0,688,2085,2085,2085.0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,2024-04-19 04:59:19.228,45.40560512071082,-75.72870422308745,https://www.padmapper.com/buildings/p572398/carruthers-residential-apartments-at-175-carruthers-ave-ottawa-on-k1y-4h8
3002,Carruthers Residential,Hintonburg Apartments,"175 Carruthers Ave, Ottawa, ON K1Y 4H8",Ottawa,2 Bedroom - Plan 2/XL,2,2.0,975,2750,2750,2750.0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,2024-04-19 04:59:19.228,45.40560512071082,-75.72870422308745,https://www.padmapper.com/buildings/p572398/carruthers-residential-apartments-at-175-carruthers-ave-ottawa-on-k1y-4h8
3003,Carruthers Residential,Hintonburg Apartments,"175 Carruthers Ave, Ottawa, ON K1Y 4H8",Ottawa,2 Bedroom - Plan 2 B/XL,2,2.0,1039,2950,2950,2950.0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,2024-04-19 04:59:19.228,45.40560512071082,-75.72870422308745,https://www.padmapper.com/buildings/p572398/carruthers-residential-apartments-at-175-carruthers-ave-ottawa-on-k1y-4h8
3004,Carruthers Residential,Hintonburg Apartments,"175 Carruthers Ave, Ottawa, ON K1Y 4H8",Ottawa,2 Bedroom Exec - Plan 2.5B,2,2.0,1234,3250,3250,3250.0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,2024-04-19 04:59:19.228,45.40560512071082,-75.72870422308745,https://www.padmapper.com/buildings/p572398/carruthers-residential-apartments-at-175-carruthers-ave-ottawa-on-k1y-4h8
3005,2181 Navaho Drive,Bel Air Heights Apartments,"2181 Navaho Dr, Ottawa, ON K2C 3K3",Ottawa,Studio,0,1.0,411,1646,1646,1646.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-19 04:59:19.228,45.35606741053932,-75.75759385043469,https://www.padmapper.com/buildings/p219269/apartments-at-2181-navaho-dr-ottawa-on-k2c-3k3
3006,2181 Navaho Drive,Bel Air Heights Apartments,"2181 Navaho Dr, Ottawa, ON K2C 3K3",Ottawa,1 Bedroom,1,1.0,519,1729,1879,1804.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-19 04:59:19.228,45.35606741053932,-75.75759385043469,https://www.padmapper.com/buildings/p219269/apartments-at-2181-navaho-dr-ottawa-on-k2c-3k3
3007,Castle Towers,Hintonburg Apartments,"1171 Castle Towers Apts., Ottawa, ON K1Y 2Z2",Ottawa,"1 Bedroom, 1 Bathroom",1,1.0,557,1769,1769,1769.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2024-04-19 04:59:19.228,45.40094059377679,-75.72884012193676,https://www.padmapper.com/buildings/p456903/castle-towers-apartments-at-1171-castle-towers-apts-ottawa-on-k1y-2z2
3008,Castle Towers,Hintonburg Apartments,"1171 Castle Towers Apts., Ottawa, ON K1Y 2Z2",Ottawa,"2 Bedroom, 1 Bathroom",2,1.0,719,2179,2269,2224.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2024-04-19 04:59:19.228,45.40094059377679,-75.72884012193676,https://www.padmapper.com/buildings/p456903/castle-towers-apartments-at-1171-castle-towers-apts-ottawa-on-k1y-2z2
3009,236 Richmond,Westboro Apartments,"236 Richmond Rd, Ottawa, ON K1Z 6W6",Ottawa,The Althone,1,1.0,858,2695,2695,2695.0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,45.39388837969393,-75.74969678789185,https://www.padmapper.com/buildings/p226242/apartments-at-236-richmond-rd-ottawa-on-k1z-6w6
3010,236 Richmond,Westboro Apartments,"236 Richmond Rd, Ottawa, ON K1Z 6W6",Ottawa,The Carleton,2,1.0,881,2639,2639,2639.0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,45.39388837969393,-75.74969678789185,https://www.padmapper.com/buildings/p226242/apartments-at-236-richmond-rd-ottawa-on-k1z-6w6
3011,236 Richmond,Westboro Apartments,"236 Richmond Rd, Ottawa, ON K1Z 6W6",Ottawa,The Kirkwood,2,2.0,1026,3249,3249,3249.0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,45.39388837969393,-75.74969678789185,https://www.padmapper.com/buildings/p226242/apartments-at-236-richmond-rd-ottawa-on-k1z-6w6
3012,36 Robinson,Sandy Hill Apartments,"36 Robinson Ave, Ottawa, ON K1N 8N9",Ottawa,Studio,0,1.0,465,1605,1605,1605.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-19 04:59:19.228,45.41820998120752,-75.66674273261974,https://www.padmapper.com/buildings/p886160/apartments-at-36-robinson-ave-ottawa-on-k1n-8n9
3013,36 Robinson,Sandy Hill Apartments,"36 Robinson Ave, Ottawa, ON K1N 8N9",Ottawa,One Bedroom,1,1.0,554,1840,1840,1840.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-19 04:59:19.228,45.41820998120752,-75.66674273261974,https://www.padmapper.com/buildings/p886160/apartments-at-36-robinson-ave-ottawa-on-k1n-8n9
3014,36 Robinson,Sandy Hill Apartments,"36 Robinson Ave, Ottawa, ON K1N 8N9",Ottawa,Two Bedroom,2,1.5,719,2350,2350,2350.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-19 04:59:19.228,45.41820998120752,-75.66674273261974,https://www.padmapper.com/buildings/p886160/apartments-at-36-robinson-ave-ottawa-on-k1n-8n9
3015,Wentworth Plaza,Centretown Apartments,"257 Lisgar St, Ottawa, ON K2P 0C7",Ottawa,Bachelor,0,1.0,360,1440,1510,1475.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-19 04:59:19.228,45.41775054611634,-75.69515119108833,https://www.padmapper.com/buildings/p539501/wentworth-plaza-apartments-at-257-lisgar-st-ottawa-on-k2p-0c7
3016,Wentworth Plaza,Centretown Apartments,"257 Lisgar St, Ottawa, ON K2P 0C7",Ottawa,1 Bedroom,1,1.0,490,1760,1790,1775.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-19 04:59:19.228,45.41775054611634,-75.69515119108833,https://www.padmapper.com/buildings/p539501/wentworth-plaza-apartments-at-257-lisgar-st-ottawa-on-k2p-0c7
3017,Wentworth Plaza,Centretown Apartments,"257 Lisgar St, Ottawa, ON K2P 0C7",Ottawa,2 Bedroom,2,1.0,940,2360,2360,2360.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-19 04:59:19.228,45.41775054611634,-75.69515119108833,https://www.padmapper.com/buildings/p539501/wentworth-plaza-apartments-at-257-lisgar-st-ottawa-on-k2p-0c7
3018,Luma,Alta Vista Apartments,"964 Smyth Rd, Ottawa, ON K1G 6Y2",Ottawa,1 Bedroom,1,1.0,605,2025,2350,2187.5,1,0,1,0,1,0,0,0,1,1,0,0,0,0,2024-04-19 04:59:19.228,45.40087704745794,-75.62569965793018,https://www.padmapper.com/buildings/p661955/luma-apartments-at-964-smyth-rd-ottawa-on-k1g-6y2
3019,Luma,Alta Vista Apartments,"964 Smyth Rd, Ottawa, ON K1G 6Y2",Ottawa,2 Bedroom,2,2.0,920,2795,2895,2845.0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,2024-04-19 04:59:19.228,45.40087704745794,-75.62569965793018,https://www.padmapper.com/buildings/p661955/luma-apartments-at-964-smyth-rd-ottawa-on-k1g-6y2
3020,860 Blackthorne,,"860 Blackthorne Ave, Ottawa, ON K1K 3Y7",Ottawa,860 Blackthorne - Plan B,1,1.0,581,1675,1675,1675.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-19 04:59:19.228,45.44684514613218,-75.6321738381306,https://www.padmapper.com/buildings/p212115/apartments-at-860-blackthorne-ave-ottawa-on-k1k-3y7
3021,860 Blackthorne,,"860 Blackthorne Ave, Ottawa, ON K1K 3Y7",Ottawa,860 Blackthorne - Plan G,1,1.0,634,1699,1699,1699.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-19 04:59:19.228,45.44684514613218,-75.6321738381306,https://www.padmapper.com/buildings/p212115/apartments-at-860-blackthorne-ave-ottawa-on-k1k-3y7
3022,860 Blackthorne,,"860 Blackthorne Ave, Ottawa, ON K1K 3Y7",Ottawa,860 Blackthorne - Plan A,1,1.0,731,1825,1825,1825.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-19 04:59:19.228,45.44684514613218,-75.6321738381306,https://www.padmapper.com/buildings/p212115/apartments-at-860-blackthorne-ave-ottawa-on-k1k-3y7
3023,860 Blackthorne,,"860 Blackthorne Ave, Ottawa, ON K1K 3Y7",Ottawa,860 Blackthorne - Plan A,2,1.0,854,1999,1999,1999.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-19 04:59:19.228,45.44684514613218,-75.6321738381306,https://www.padmapper.com/buildings/p212115/apartments-at-860-blackthorne-ave-ottawa-on-k1k-3y7
3024,1140 Wellington,Hintonburg Apartments,"1140 Wellington St W, Ottawa, ON K1Y 4H4",Ottawa,1 bedroom,1,1.0,602,2115,2115,2115.0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,2024-04-19 04:59:19.228,45.40165408144556,-75.72701326808507,https://www.padmapper.com/buildings/p539503/apartments-at-1140-wellington-st-w-ottawa-on-k1y-4h4
3025,1140 Wellington,Hintonburg Apartments,"1140 Wellington St W, Ottawa, ON K1Y 4H4",Ottawa,One bedroom,1,1.0,596,2260,2260,2260.0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,2024-04-19 04:59:19.228,45.40165408144556,-75.72701326808507,https://www.padmapper.com/buildings/p539503/apartments-at-1140-wellington-st-w-ottawa-on-k1y-4h4
3026,1140 Wellington,Hintonburg Apartments,"1140 Wellington St W, Ottawa, ON K1Y 4H4",Ottawa,1 Bed + Den,1,1.5,809,2530,2530,2530.0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,2024-04-19 04:59:19.228,45.40165408144556,-75.72701326808507,https://www.padmapper.com/buildings/p539503/apartments-at-1140-wellington-st-w-ottawa-on-k1y-4h4
3027,1140 Wellington,Hintonburg Apartments,"1140 Wellington St W, Ottawa, ON K1Y 4H4",Ottawa,2 Bedroom,2,1.0,934,2700,2700,2700.0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,2024-04-19 04:59:19.228,45.40165408144556,-75.72701326808507,https://www.padmapper.com/buildings/p539503/apartments-at-1140-wellington-st-w-ottawa-on-k1y-4h4
3028,The Adelaide,Centretown West Apartments,"17 Aberdeen St, Ottawa, ON K1S 3J3",Ottawa,1 Bedroom (Ravenswood),1,1.0,693,2079,2079,2079.0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,2024-04-19 04:59:19.228,45.40177457680878,-75.70843771384313,https://www.padmapper.com/buildings/p448381/the-adelaide-apartments-at-17-aberdeen-st-ottawa-on-k1s-3j3
3029,The Adelaide,Centretown West Apartments,"17 Aberdeen St, Ottawa, ON K1S 3J3",Ottawa,2 Bedroom (Piccadilly),2,1.0,925,2575,2575,2575.0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,2024-04-19 04:59:19.228,45.40177457680878,-75.70843771384313,https://www.padmapper.com/buildings/p448381/the-adelaide-apartments-at-17-aberdeen-st-ottawa-on-k1s-3j3
3030,235 Charlotte,Sandy Hill Apartments,"235 Charlotte St, Ottawa, ON K1N 8L4",Ottawa,235 Charlotte St - Plan A,0,1.0,380,1545,1545,1545.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2024-04-19 04:59:19.228,45.43078646099848,-75.67452837390297,https://www.padmapper.com/buildings/p212139/apartments-at-235-charlotte-st-ottawa-on-k1n-8l4
3031,235 Charlotte,Sandy Hill Apartments,"235 Charlotte St, Ottawa, ON K1N 8L4",Ottawa,235 Charlotte St - Plan A,1,1.0,635,1629,1629,1629.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2024-04-19 04:59:19.228,45.43078646099848,-75.67452837390297,https://www.padmapper.com/buildings/p212139/apartments-at-235-charlotte-st-ottawa-on-k1n-8l4
3032,235 Charlotte,Sandy Hill Apartments,"235 Charlotte St, Ottawa, ON K1N 8L4",Ottawa,235 Charlotte St - Plan D,2,1.0,925,2345,2345,2345.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2024-04-19 04:59:19.228,45.43078646099848,-75.67452837390297,https://www.padmapper.com/buildings/p212139/apartments-at-235-charlotte-st-ottawa-on-k1n-8l4
3033,Baseline Court,Bel Air Heights Apartments,"1815 Baseline Court Apts., Ottawa, ON K2C 0C5",Ottawa,Bachelor,0,1.0,430,1549,1549,1549.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2024-04-19 04:59:19.228,45.3548733259293,-75.75526793756455,https://www.padmapper.com/buildings/p410526/baseline-court-apartments-at-1815-baseline-court-apts-ottawa-on-k2c-0c5
3034,Baseline Court,Bel Air Heights Apartments,"1815 Baseline Court Apts., Ottawa, ON K2C 0C5",Ottawa,Junior,1,1.0,450,1699,1699,1699.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2024-04-19 04:59:19.228,45.3548733259293,-75.75526793756455,https://www.padmapper.com/buildings/p410526/baseline-court-apartments-at-1815-baseline-court-apts-ottawa-on-k2c-0c5
3035,Baseline Court,Bel Air Heights Apartments,"1815 Baseline Court Apts., Ottawa, ON K2C 0C5",Ottawa,1 Bedroom,1,1.0,520,1749,1749,1749.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2024-04-19 04:59:19.228,45.3548733259293,-75.75526793756455,https://www.padmapper.com/buildings/p410526/baseline-court-apartments-at-1815-baseline-court-apts-ottawa-on-k2c-0c5
3036,Baseline Court,Bel Air Heights Apartments,"1815 Baseline Court Apts., Ottawa, ON K2C 0C5",Ottawa,2 Bedroom Underground,2,1.0,570,1849,1849,1849.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2024-04-19 04:59:19.228,45.3548733259293,-75.75526793756455,https://www.padmapper.com/buildings/p410526/baseline-court-apartments-at-1815-baseline-court-apts-ottawa-on-k2c-0c5
3037,Baseline Court,Bel Air Heights Apartments,"1815 Baseline Court Apts., Ottawa, ON K2C 0C5",Ottawa,2 Bedroom,2,1.0,655,2099,2099,2099.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2024-04-19 04:59:19.228,45.3548733259293,-75.75526793756455,https://www.padmapper.com/buildings/p410526/baseline-court-apartments-at-1815-baseline-court-apts-ottawa-on-k2c-0c5
3038,Riverside Towers,Riverview Apartments,"1735 Frobisher Lane, Ottawa, ON K1G 3P7",Ottawa,Bachelor,0,1.0,400,1469,1469,1469.0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,2024-04-19 04:59:19.228,45.40298806453063,-75.66496340779696,https://www.padmapper.com/buildings/p217925/riverside-towers-apartments-at-1735-frobisher-lane-ottawa-on-k1g-3p7
3039,Riverside Towers,Riverview Apartments,"1735 Frobisher Lane, Ottawa, ON K1G 3P7",Ottawa,1 Bedroom B,1,1.0,500,1689,1689,1689.0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,2024-04-19 04:59:19.228,45.40298806453063,-75.66496340779696,https://www.padmapper.com/buildings/p217925/riverside-towers-apartments-at-1735-frobisher-lane-ottawa-on-k1g-3p7
3040,Pleasant Park,Alta Vista Apartments,"2035 Pleasant Park Place South Apts, Ottawa, ON K1G 3P6",Ottawa,1 Bedroom A,1,1.0,600,1579,1579,1579.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2024-04-19 04:59:19.228,45.39599,-75.62351935903555,https://www.padmapper.com/buildings/p456911/pleasant-park-apartments-at-2035-pleasant-park-place-south-apts-ottawa-on-k1g-3p6
3041,Pleasant Park,Alta Vista Apartments,"2035 Pleasant Park Place South Apts, Ottawa, ON K1G 3P6",Ottawa,2 Bedroom B,2,1.0,750,1839,1839,1839.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2024-04-19 04:59:19.228,45.39599,-75.62351935903555,https://www.padmapper.com/buildings/p456911/pleasant-park-apartments-at-2035-pleasant-park-place-south-apts-ottawa-on-k1g-3p6
3042,Pleasant Park,Alta Vista Apartments,"2035 Pleasant Park Place South Apts, Ottawa, ON K1G 3P6",Ottawa,2 Bedroom A,2,1.0,750,2029,2029,2029.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2024-04-19 04:59:19.228,45.39599,-75.62351935903555,https://www.padmapper.com/buildings/p456911/pleasant-park-apartments-at-2035-pleasant-park-place-south-apts-ottawa-on-k1g-3p6
3043,Gloucester Apartments,Centretown Apartments,"230 Gloucester St, Ottawa, ON K2P 0A9",Ottawa,1 Bedroom,1,1.0,630,1689,1749,1719.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2024-04-19 04:59:19.228,45.41720343287337,-75.70010855775669,https://www.padmapper.com/buildings/p298298/gloucester-apartments-at-230-gloucester-st-ottawa-on-k2p-0a9
3044,Gloucester Apartments,Centretown Apartments,"230 Gloucester St, Ottawa, ON K2P 0A9",Ottawa,Renovated 2 Bedroom,2,1.0,800,2249,2289,2269.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2024-04-19 04:59:19.228,45.41720343287337,-75.70010855775669,https://www.padmapper.com/buildings/p298298/gloucester-apartments-at-230-gloucester-st-ottawa-on-k2p-0a9
3045,Holbrook Apartments,Centretown Apartments,"404 & 404 Elgin St., Ottawa, ON K2P 1N3",Ottawa,404 Elgin 2 bedroom unit,2,1.0,700,2189,2189,2189.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2024-04-19 04:59:19.228,45.41419358260158,-75.68728883688595,https://www.padmapper.com/buildings/p274798/holbrook-apartments-at-404-404-elgin-st-ottawa-on-k2p-1n3
3046,Holbrook Apartments,Centretown Apartments,"404 & 404 Elgin St., Ottawa, ON K2P 1N3",Ottawa,404 Elgin-Renovated 3 Bedroom,3,1.0,670,2700,2950,2825.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2024-04-19 04:59:19.228,45.41419358260158,-75.68728883688595,https://www.padmapper.com/buildings/p274798/holbrook-apartments-at-404-404-elgin-st-ottawa-on-k2p-1n3
3047,Royal Court Apartments,Centretown Apartments,"405 Elgin St, Ottawa, ON K2P 1N2",Ottawa,1 Bedroom  404 Elgin Str,1,1.0,1100,1889,1889,1889.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2024-04-19 04:59:19.228,45.41438569878114,-75.68724899803473,https://www.padmapper.com/buildings/p306813/royal-court-apartments-at-405-elgin-st-ottawa-on-k2p-1n2
3048,2870 Cedarwood Drive ,Heron Gate Apartments,"2870 Cedarwood Dr, Ottawa, ON K1V 8Y5",Ottawa,The Edgedale,1,1.0,571,1449,1449,1449.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-19 04:59:19.228,45.37661596181792,-75.6533022707427,https://www.padmapper.com/buildings/p370786/apartments-at-2870-cedarwood-dr-ottawa-on-k1v-8y5
3049,2870 Cedarwood Drive ,Heron Gate Apartments,"2870 Cedarwood Dr, Ottawa, ON K1V 8Y5",Ottawa,The Edgedale,2,1.0,860,1749,1749,1749.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-19 04:59:19.228,45.37661596181792,-75.6533022707427,https://www.padmapper.com/buildings/p370786/apartments-at-2870-cedarwood-dr-ottawa-on-k1v-8y5
3050,King Edward Avenue,Sandy Hill Apartments,"475 King Edward Ave, Ottawa, ON K1N 7N1",Ottawa,485 King Edward - Plan C,1,1.0,649,1619,1619,1619.0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,2024-04-19 04:59:19.228,45.42726331085419,-75.68445339558016,https://www.padmapper.com/buildings/p212120/king-edward-avenue-apartments-at-475-king-edward-ave-ottawa-on-k1n-7n1
3051,King Edward Avenue,Sandy Hill Apartments,"475 King Edward Ave, Ottawa, ON K1N 7N1",Ottawa,475 King Edward - Plan K,1,1.0,641,1685,1685,1685.0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,2024-04-19 04:59:19.228,45.42726331085419,-75.68445339558016,https://www.padmapper.com/buildings/p212120/king-edward-avenue-apartments-at-475-king-edward-ave-ottawa-on-k1n-7n1
3052,Britannia Beach,,"2780 Rowatt St, Ottawa, ON K2B 6P1",Ottawa,112&138 Bradford B - Duplex,2,1.0,1000,2199,2199,2199.0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2024-04-19 04:59:19.228,45.37005004475743,-75.80119178598147,https://www.padmapper.com/buildings/p217504/britannia-beach-apartments-at-2780-rowatt-st-ottawa-on-k2b-6p1
3053,Britannia Beach,,"2780 Rowatt St, Ottawa, ON K2B 6P1",Ottawa,Britannia Beach - Townhome,2,1.0,1064,2399,2399,2399.0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2024-04-19 04:59:19.228,45.37005004475743,-75.80119178598147,https://www.padmapper.com/buildings/p217504/britannia-beach-apartments-at-2780-rowatt-st-ottawa-on-k2b-6p1
3054,197 Cumberland,Lower Town Apartments,"197 Cumberland St, Ottawa, ON K1N 7H4",Ottawa,197 Cumberland St - Plan E,0,1.0,370,1389,1389,1389.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2024-04-19 04:59:19.228,45.43370678827751,-75.69211567969273,https://www.padmapper.com/buildings/p218564/apartments-at-197-cumberland-st-ottawa-on-k1n-7h4
3055,197 Cumberland,Lower Town Apartments,"197 Cumberland St, Ottawa, ON K1N 7H4",Ottawa,197 Cumberland St - Plan A,1,1.0,478,1449,1449,1449.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2024-04-19 04:59:19.228,45.43370678827751,-75.69211567969273,https://www.padmapper.com/buildings/p218564/apartments-at-197-cumberland-st-ottawa-on-k1n-7h4
3056,197 Cumberland,Lower Town Apartments,"197 Cumberland St, Ottawa, ON K1N 7H4",Ottawa,197 Cumberland - Plan D,1,1.0,489,1499,1499,1499.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2024-04-19 04:59:19.228,45.43370678827751,-75.69211567969273,https://www.padmapper.com/buildings/p218564/apartments-at-197-cumberland-st-ottawa-on-k1n-7h4
3057,5,Beaverbrook Apartments,"80 5-80 Weeping Willow Lane, Ottawa, ON K2K 1E4",Ottawa,2 Bedrooms,2,1.0,1138,2401,2401,2401.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-19 04:59:19.228,45.33285749863951,-75.90484951551257,https://www.padmapper.com/buildings/p213676/5-80-weeping-willow-lane-apartments-at-80-5-80-weeping-willow-lane-ottawa-on-k2k-1e4
3058,5,Beaverbrook Apartments,"80 5-80 Weeping Willow Lane, Ottawa, ON K2K 1E4",Ottawa,3 Bedrooms,3,1.0,1406,2608,2608,2608.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-19 04:59:19.228,45.33285749863951,-75.90484951551257,https://www.padmapper.com/buildings/p213676/5-80-weeping-willow-lane-apartments-at-80-5-80-weeping-willow-lane-ottawa-on-k2k-1e4
3059,534 Lisgar Street,Centretown Apartments,"534 Lisgar St, Ottawa, ON K1R 5H5",Ottawa,1 Bedroom,1,1.0,430,1650,1650,1650.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2024-04-19 04:59:19.228,45.41394570288782,-75.703964624021,https://www.padmapper.com/buildings/p414259/apartments-at-534-lisgar-st-ottawa-on-k1r-5h5
3060,534 Lisgar Street,Centretown Apartments,"534 Lisgar St, Ottawa, ON K1R 5H5",Ottawa,2 Bedroom,2,1.0,477,2145,2145,2145.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2024-04-19 04:59:19.228,45.41394570288782,-75.703964624021,https://www.padmapper.com/buildings/p414259/apartments-at-534-lisgar-st-ottawa-on-k1r-5h5
3061,Eastwood Park Apartments,Vanier Apartments,"335 Mcarthur Ave, Ottawa, ON K1L 6N9",Ottawa,1 Bedroom,1,1.0,500,1494,1494,1494.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2024-04-19 04:59:19.228,45.43186078160531,-75.65361915812473,https://www.padmapper.com/buildings/p218494/eastwood-park-apartments-at-335-mcarthur-ave-ottawa-on-k1l-6n9
3062,Eastwood Park Apartments,Vanier Apartments,"335 Mcarthur Ave, Ottawa, ON K1L 6N9",Ottawa,2 Bedroom,2,1.0,690,1604,1604,1604.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2024-04-19 04:59:19.228,45.43186078160531,-75.65361915812473,https://www.padmapper.com/buildings/p218494/eastwood-park-apartments-at-335-mcarthur-ave-ottawa-on-k1l-6n9
3063,Eastwood Park Apartments,Vanier Apartments,"335 Mcarthur Ave, Ottawa, ON K1L 6N9",Ottawa,3 Bedroom,3,1.0,700,2009,2009,2009.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2024-04-19 04:59:19.228,45.43186078160531,-75.65361915812473,https://www.padmapper.com/buildings/p218494/eastwood-park-apartments-at-335-mcarthur-ave-ottawa-on-k1l-6n9
3064,Nuovo,Centretown West Apartments,"518 Rochester St, Ottawa, ON K1S 5W4",Ottawa,1 Bedroom | 1 Bathroom,1,1.0,664,2250,2250,2250.0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,2024-04-19 04:59:19.228,45.40029213423455,-75.7067962009403,https://www.padmapper.com/buildings/p368031/nuovo-apartments-at-518-rochester-st-ottawa-on-k1s-5w4
3065,Nuovo,Centretown West Apartments,"518 Rochester St, Ottawa, ON K1S 5W4",Ottawa,2 Bedroom | 2 Bathroom,2,2.0,1058,3295,3295,3295.0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,2024-04-19 04:59:19.228,45.40029213423455,-75.7067962009403,https://www.padmapper.com/buildings/p368031/nuovo-apartments-at-518-rochester-st-ottawa-on-k1s-5w4
3066,Crystal Arms,Downtown Ottawa Apartments,"235 Bay St, Ottawa, ON K1R 5Z2",Ottawa,Studio,0,1.0,500,1550,1600,1575.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2024-04-19 04:59:19.228,45.41565481493207,-75.70428750844643,https://www.padmapper.com/buildings/p220511/crystal-arms-apartments-at-235-bay-st-ottawa-on-k1r-5z2
3067,Crystal Arms,Downtown Ottawa Apartments,"235 Bay St, Ottawa, ON K1R 5Z2",Ottawa,1 Bedroom,1,1.0,562,1750,1750,1750.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2024-04-19 04:59:19.228,45.41565481493207,-75.70428750844643,https://www.padmapper.com/buildings/p220511/crystal-arms-apartments-at-235-bay-st-ottawa-on-k1r-5z2
