Building,Neighbourhood,Address,City,Listing,Bed,Bath,SqFt,Price,Unit Amenities,Building Amenities,Pets,Latitude,Longitude,Date
1501 Haro Street,West End Apartments,"1501 Haro St, Vancouver, BC V6G 1G4",Vancouver,2 Bedrooms,2 Bedrooms,"1 Full, 1 Half Bath",860 SQFT,"$3,781","Assigned Parking, Balcony, Dishwasher, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Storage, Swimming Pool",Dogs & Cats,49.28807699426087,-123.132178015981,2024-02-05 19:08:06.754
Flamingo,West End Apartments,"2061 Beach Ave, Vancouver, BC V6G 1Z3",Vancouver,00401,2 Bedrooms,2 Bathrooms,955 SQFT,"$4,650","Balcony, Carpet, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry","Fitness Center, On Site Laundry, Onsite Management, Storage",No pets,49.29012170460759,-123.1451313664324,2024-02-05 19:08:06.754
Flamingo,West End Apartments,"2061 Beach Ave, Vancouver, BC V6G 1Z3",Vancouver,G1,2 Bedrooms,1 Bathroom,"1,008 SQFT","$4,900","Balcony, Carpet, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry","Fitness Center, On Site Laundry, Onsite Management, Storage",No pets,49.29012170460759,-123.1451313664324,2024-02-05 19:08:06.754
Flamingo,West End Apartments,"2061 Beach Ave, Vancouver, BC V6G 1Z3",Vancouver,00703,2 Bedrooms,2 Bathrooms,"1,234 SQFT","$5,000","Balcony, Carpet, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry","Fitness Center, On Site Laundry, Onsite Management, Storage",No pets,49.29012170460759,-123.1451313664324,2024-02-05 19:08:06.754
Skyline,Fairview Apartments,"1305 12th Ave W, Vancouver, BC V6H 1M3",Vancouver,00305,Studios,1 Bathroom,500 SQFT,"$2,500","Balcony, Carpet, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry","Fitness Center, On Site Laundry, Onsite Management, Storage, Swimming Pool",No pets,49.26076492409972,-123.13400473849532,2024-02-05 19:08:06.754
Skyline,Fairview Apartments,"1305 12th Ave W, Vancouver, BC V6H 1M3",Vancouver,00505,Studios,1 Bathroom,500 SQFT,"$2,500","Balcony, Carpet, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry","Fitness Center, On Site Laundry, Onsite Management, Storage, Swimming Pool",No pets,49.26076492409972,-123.13400473849532,2024-02-05 19:08:06.754
Skyline,Fairview Apartments,"1305 12th Ave W, Vancouver, BC V6H 1M3",Vancouver,00705,Studios,1 Bathroom,500 SQFT,"$2,500","Balcony, Carpet, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry","Fitness Center, On Site Laundry, Onsite Management, Storage, Swimming Pool",No pets,49.26076492409972,-123.13400473849532,2024-02-05 19:08:06.754
Santana,West End Apartments,"1251 Jervis St, Vancouver, BC V6E 2E1",Vancouver,00404,1 Bedrooms,1 Bathroom,537 SQFT,"$3,300","Balcony, Carpet, Dishwasher, Furnished, Hardwood Floor, In Unit Laundry, On Site Laundry","On Site Laundry, Onsite Management, Storage",No pets,49.28246845610967,-123.13559094573333,2024-02-05 19:08:06.754
Santana,West End Apartments,"1251 Jervis St, Vancouver, BC V6E 2E1",Vancouver,01203,1 Bedrooms,1 Bathroom,541 SQFT,"$3,500","Balcony, Carpet, Dishwasher, Furnished, Hardwood Floor, In Unit Laundry, On Site Laundry","On Site Laundry, Onsite Management, Storage",No pets,49.28246845610967,-123.13559094573333,2024-02-05 19:08:06.754
Fraser Flats Apartments,Killarney Apartments,"3688 3618-3688 Sawmill Crescent, Vancouver, BC V5S 0E6",Vancouver,"1 Bdrm available at 3618-3688 Sawmill Crescent, Vancouver",1 Bedrooms,1 Bathroom,586 SQFT,"$2,435","Assigned Parking, Balcony, Dishwasher, On Site Laundry","Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage",Dogs & Cats,49.206212796012124,-123.02454438634636,2024-02-05 19:08:06.754
Fraser Flats Apartments,Killarney Apartments,"3688 3618-3688 Sawmill Crescent, Vancouver, BC V5S 0E6",Vancouver,"2 Bdrm available at 3618-3688 Sawmill Crescent, Vancouver",2 Bedrooms,1 Bathroom,"1,020 SQFT","$3,125","Assigned Parking, Balcony, Dishwasher, On Site Laundry","Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage",Dogs & Cats,49.206212796012124,-123.02454438634636,2024-02-05 19:08:06.754
Keel,Killarney Apartments,"8690 Jack Uppal St, Vancouver, BC V5S 0K1",Vancouver,1 Bed + 1 Bath + Den,1 Bedrooms,1 Bathroom,578 SQFT,"$2,375","Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,49.2044123,-123.0340917,2024-02-05 19:08:06.754
Keel,Killarney Apartments,"8690 Jack Uppal St, Vancouver, BC V5S 0K1",Vancouver,2 Bed + 2 Bath + Den,2 Bedrooms,2 Bathrooms,778 SQFT,"$2,975","Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,49.2044123,-123.0340917,2024-02-05 19:08:06.754
The Riley,Riley Park ,"181 East 32nd Ave, Vancouver, BC V5V None",Vancouver,Jr. One Bed,1 Bedrooms,1 Bathroom,410 SQFT,"$2,675","Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Outdoor Space, Residents Lounge, Storage",Dogs & Cats,49.24206436972395,-123.101713605157,2024-02-05 19:08:06.754
The Riley,Riley Park ,"181 East 32nd Ave, Vancouver, BC V5V None",Vancouver,One Bed + Den,1 Bedrooms,1 Bathroom,453 SQFT,"$2,775","Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Outdoor Space, Residents Lounge, Storage",Dogs & Cats,49.24206436972395,-123.101713605157,2024-02-05 19:08:06.754
The Riley,Riley Park ,"181 East 32nd Ave, Vancouver, BC V5V None",Vancouver,Two Bed,2 Bedrooms,2 Bathrooms,716 SQFT,"$3,825","Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Outdoor Space, Residents Lounge, Storage",Dogs & Cats,49.24206436972395,-123.101713605157,2024-02-05 19:08:06.754
The Riley,Riley Park ,"181 East 32nd Ave, Vancouver, BC V5V None",Vancouver,Two Bed,2 Bedrooms,2 Bathrooms,835 SQFT,"$3,925","Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Outdoor Space, Residents Lounge, Storage",Dogs & Cats,49.24206436972395,-123.101713605157,2024-02-05 19:08:06.754
The Fraser,Riley Park ,"3833 Fraser St, Vancouver, BC V5V 4E3",Vancouver,Jr./ Urban 1BR 1BA with patio,1 Bedrooms,1 Bathroom,464 SQFT,"$2,495","Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,49.250577767643314,-123.0902152367234,2024-02-05 19:08:06.754
The Fraser,Riley Park ,"3833 Fraser St, Vancouver, BC V5V 4E3",Vancouver,Urban 1 BR 1BA & patio,1 Bedrooms,1 Bathroom,464 SQFT,"$2,495","Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,49.250577767643314,-123.0902152367234,2024-02-05 19:08:06.754
The Fraser,Riley Park ,"3833 Fraser St, Vancouver, BC V5V 4E3",Vancouver,2BR 2BA with patio,2 Bedrooms,2 Bathrooms,840 SQFT,"$3,695","Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,49.250577767643314,-123.0902152367234,2024-02-05 19:08:06.754
Georgian Towers,West End Apartments,"1450 Georgia St W, Vancouver, BC V6G 2T8",Vancouver,1 Bed,1 Bedrooms,1 Bathroom,600 SQFT,"$2,400",,,Dogs & Cats,49.28957270888947,-123.1292088041061,2024-02-05 19:08:06.754
Georgian Towers,West End Apartments,"1450 Georgia St W, Vancouver, BC V6G 2T8",Vancouver,1 Bed Reno,1 Bedrooms,1 Bathroom,600 SQFT,"$2,795",,,Dogs & Cats,49.28957270888947,-123.1292088041061,2024-02-05 19:08:06.754
One Pacific ,Downtown Vancouver Apartments,"68 Smithe St, Vancouver, BC V6B 0P5",Vancouver,Condos,1 Bedrooms,1 Bathroom,505 SQFT,"$3,100—$3,200","Air Conditioning, Assigned Parking, Dishwasher, Furnished, Hardwood Floor, In Unit Laundry, On Site Laundry","Elevator, Fitness Center, On Site Laundry, Onsite Management, Outdoor Space, Swimming Pool, Wheelchair Accessible",Dogs & Cats,49.27522056007177,-123.11372085242034,2024-02-05 19:08:06.754
One Pacific ,Downtown Vancouver Apartments,"68 Smithe St, Vancouver, BC V6B 0P5",Vancouver,Condos,2 Bedrooms,2 Bathrooms,856 SQFT,"$4,200","Air Conditioning, Assigned Parking, Dishwasher, Furnished, Hardwood Floor, In Unit Laundry, On Site Laundry","Elevator, Fitness Center, On Site Laundry, Onsite Management, Outdoor Space, Swimming Pool, Wheelchair Accessible",Dogs & Cats,49.27522056007177,-123.11372085242034,2024-02-05 19:08:06.754
The Florida ,West End Apartments,"1170 Barclay St, Vancouver, BC V6E 1H1",Vancouver,Luxury,Studios,1 Bathroom,400 SQFT,"$2,700—$2,875","Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, Furnished, Hardwood Floor, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, On Site Laundry, Outdoor Space, Storage, Wheelchair Accessible",Dogs & Cats,49.284466824312425,-123.12904438308712,2024-02-05 19:08:06.754
The Florida ,West End Apartments,"1170 Barclay St, Vancouver, BC V6E 1H1",Vancouver,Penthouse,Studios,1 Bathroom,415 SQFT,"$2,850—$2,900","Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, Furnished, Hardwood Floor, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, On Site Laundry, Outdoor Space, Storage, Wheelchair Accessible",Dogs & Cats,49.284466824312425,-123.12904438308712,2024-02-05 19:08:06.754
The Florida ,West End Apartments,"1170 Barclay St, Vancouver, BC V6E 1H1",Vancouver,Luxury,1 Bedrooms,2 Bathrooms,541 SQFT,"$2,875—$3,690","Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, Furnished, Hardwood Floor, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, On Site Laundry, Outdoor Space, Storage, Wheelchair Accessible",Dogs & Cats,49.284466824312425,-123.12904438308712,2024-02-05 19:08:06.754
The Florida ,West End Apartments,"1170 Barclay St, Vancouver, BC V6E 1H1",Vancouver,Penthouse,1 Bedrooms,2 Bathrooms,616 SQFT,"$3,300—$3,690","Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, Furnished, Hardwood Floor, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, On Site Laundry, Outdoor Space, Storage, Wheelchair Accessible",Dogs & Cats,49.284466824312425,-123.12904438308712,2024-02-05 19:08:06.754
The Florida ,West End Apartments,"1170 Barclay St, Vancouver, BC V6E 1H1",Vancouver,Luxury,2 Bedrooms,2 Bathrooms,690 SQFT,"$3,775—$3,990","Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, Furnished, Hardwood Floor, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, On Site Laundry, Outdoor Space, Storage, Wheelchair Accessible",Dogs & Cats,49.284466824312425,-123.12904438308712,2024-02-05 19:08:06.754
The Normandie ,West End Apartments,"1425 Haro St, Vancouver, BC V6G 1G2",Vancouver,Low Rise Apartment,Studios,1 Bathroom,259 SQFT,"$2,650—$2,690","Assigned Parking, Dishwasher, Furnished, Hardwood Floor, In Unit Laundry, On Site Laundry","Controlled Access, Garage Parking, On Site Laundry, Outdoor Space, Storage, Wheelchair Accessible",Dogs & Cats,49.28747388765547,-123.13127229617098,2024-02-05 19:08:06.754
The Normandie ,West End Apartments,"1425 Haro St, Vancouver, BC V6G 1G2",Vancouver,Low Rise Apartment,1 Bedrooms,1 Bathroom,480 SQFT,"$2,590—$2,850","Assigned Parking, Dishwasher, Furnished, Hardwood Floor, In Unit Laundry, On Site Laundry","Controlled Access, Garage Parking, On Site Laundry, Outdoor Space, Storage, Wheelchair Accessible",Dogs & Cats,49.28747388765547,-123.13127229617098,2024-02-05 19:08:06.754
The Normandie ,West End Apartments,"1425 Haro St, Vancouver, BC V6G 1G2",Vancouver,Low Rise Apartment,2 Bedrooms,1 Bathroom,512 SQFT,"$2,990—$3,590","Assigned Parking, Dishwasher, Furnished, Hardwood Floor, In Unit Laundry, On Site Laundry","Controlled Access, Garage Parking, On Site Laundry, Outdoor Space, Storage, Wheelchair Accessible",Dogs & Cats,49.28747388765547,-123.13127229617098,2024-02-05 19:08:06.754
The Normandie ,West End Apartments,"1425 Haro St, Vancouver, BC V6G 1G2",Vancouver,Low Rise Apartment,2 Bedrooms,2 Bathrooms,578 SQFT,"$3,490—$3,650","Assigned Parking, Dishwasher, Furnished, Hardwood Floor, In Unit Laundry, On Site Laundry","Controlled Access, Garage Parking, On Site Laundry, Outdoor Space, Storage, Wheelchair Accessible",Dogs & Cats,49.28747388765547,-123.13127229617098,2024-02-05 19:08:06.754
The Normandie ,West End Apartments,"1425 Haro St, Vancouver, BC V6G 1G2",Vancouver,Low Rise Apartment,3 Bedrooms,2 Bathrooms,754 SQFT,"$4,450—$4,900","Assigned Parking, Dishwasher, Furnished, Hardwood Floor, In Unit Laundry, On Site Laundry","Controlled Access, Garage Parking, On Site Laundry, Outdoor Space, Storage, Wheelchair Accessible",Dogs & Cats,49.28747388765547,-123.13127229617098,2024-02-05 19:08:06.754
Eterno ,West End Apartments,"1168 Pendrell St, Vancouver, BC V6E 1L4",Vancouver,Luxury,1 Bedrooms,1 Bathroom,465 SQFT,"$2,850—$3,000","Assigned Parking, Carpet, Central Heat, Dishwasher, Furnished, Hardwood Floor, In Unit Laundry, On Site Laundry","Controlled Access, On Site Laundry, Outdoor Space, Storage, Wheelchair Accessible",Dogs & Cats,49.28196754630817,-123.13160710279269,2024-02-05 19:08:06.754
Eterno ,West End Apartments,"1168 Pendrell St, Vancouver, BC V6E 1L4",Vancouver,Luxury,2 Bedrooms,1 Bathroom,705 SQFT,"$3,550—$3,650","Assigned Parking, Carpet, Central Heat, Dishwasher, Furnished, Hardwood Floor, In Unit Laundry, On Site Laundry","Controlled Access, On Site Laundry, Outdoor Space, Storage, Wheelchair Accessible",Dogs & Cats,49.28196754630817,-123.13160710279269,2024-02-05 19:08:06.754
Eterno ,West End Apartments,"1168 Pendrell St, Vancouver, BC V6E 1L4",Vancouver,Luxury,2 Bedrooms,2 Bathrooms,705 SQFT,"$3,900—$3,975","Assigned Parking, Carpet, Central Heat, Dishwasher, Furnished, Hardwood Floor, In Unit Laundry, On Site Laundry","Controlled Access, On Site Laundry, Outdoor Space, Storage, Wheelchair Accessible",Dogs & Cats,49.28196754630817,-123.13160710279269,2024-02-05 19:08:06.754
Eterno ,West End Apartments,"1168 Pendrell St, Vancouver, BC V6E 1L4",Vancouver,Penthouse,2 Bedrooms,2 Bathrooms,790 SQFT,"$4,750","Assigned Parking, Carpet, Central Heat, Dishwasher, Furnished, Hardwood Floor, In Unit Laundry, On Site Laundry","Controlled Access, On Site Laundry, Outdoor Space, Storage, Wheelchair Accessible",Dogs & Cats,49.28196754630817,-123.13160710279269,2024-02-05 19:08:06.754
Eterno ,West End Apartments,"1168 Pendrell St, Vancouver, BC V6E 1L4",Vancouver,Penthouse,3 Bedrooms,2 Bathrooms,745 SQFT,"$5,000","Assigned Parking, Carpet, Central Heat, Dishwasher, Furnished, Hardwood Floor, In Unit Laundry, On Site Laundry","Controlled Access, On Site Laundry, Outdoor Space, Storage, Wheelchair Accessible",Dogs & Cats,49.28196754630817,-123.13160710279269,2024-02-05 19:08:06.754
935 Jervis,West End Apartments,"935 Jervis St, Vancouver, BC V6E 2B5",Vancouver,Apartment,1 Bedrooms,1 Bathroom,488 SQFT,"$2,590—$2,950","Assigned Parking, Dishwasher, Furnished, On Site Laundry",On Site Laundry,Dogs & Cats,49.28572306748246,-123.13065696899176,2024-02-05 19:08:06.754
935 Jervis,West End Apartments,"935 Jervis St, Vancouver, BC V6E 2B5",Vancouver,Apartment,2 Bedrooms,1 Bathroom,695 SQFT,"$3,100—$3,675","Assigned Parking, Dishwasher, Furnished, On Site Laundry",On Site Laundry,Dogs & Cats,49.28572306748246,-123.13065696899176,2024-02-05 19:08:06.754
935 Jervis,West End Apartments,"935 Jervis St, Vancouver, BC V6E 2B5",Vancouver,Aprtment,2 Bedrooms,1 Bathroom,681 SQFT,"$3,590","Assigned Parking, Dishwasher, Furnished, On Site Laundry",On Site Laundry,Dogs & Cats,49.28572306748246,-123.13065696899176,2024-02-05 19:08:06.754
935 Jervis,West End Apartments,"935 Jervis St, Vancouver, BC V6E 2B5",Vancouver,Apartment,3 Bedrooms,1 Bathroom,811 SQFT,"$4,500","Assigned Parking, Dishwasher, Furnished, On Site Laundry",On Site Laundry,Dogs & Cats,49.28572306748246,-123.13065696899176,2024-02-05 19:08:06.754
Vancouver House ,Downtown Vancouver Apartments,"1480 Howe St, Vancouver, BC V6Z 0G5",Vancouver,Condos,Studios,1 Bathroom,434 SQFT,"$2,800","Air Conditioning, Assigned Parking, Balcony, Carpet, Dishwasher, Furnished, Hardwood Floor, In Unit Laundry, On Site Laundry","Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage, Swimming Pool, Wheelchair Accessible",Dogs & Cats,49.27490144243474,-123.13148574414824,2024-02-05 19:08:06.754
Vancouver House ,Downtown Vancouver Apartments,"1480 Howe St, Vancouver, BC V6Z 0G5",Vancouver,Condos,1 Bedrooms,1 Bathroom,361 SQFT,"$2,750—$3,350","Air Conditioning, Assigned Parking, Balcony, Carpet, Dishwasher, Furnished, Hardwood Floor, In Unit Laundry, On Site Laundry","Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage, Swimming Pool, Wheelchair Accessible",Dogs & Cats,49.27490144243474,-123.13148574414824,2024-02-05 19:08:06.754
Suffolk House ,West End Apartments,"1540 Haro St, Vancouver, BC V6G 1G5",Vancouver,Apartment,Studios,1 Bathroom,450 SQFT,"$2,350—$2,590","Assigned Parking, Furnished, Hardwood Floor, On Site Laundry","On Site Laundry, Wheelchair Accessible",Dogs & Cats,49.28822988912022,-123.13269291671838,2024-02-05 19:08:06.754
Suffolk House ,West End Apartments,"1540 Haro St, Vancouver, BC V6G 1G5",Vancouver,Apartment,1 Bedrooms,1 Bathroom,450 SQFT,"$2,375—$2,590","Assigned Parking, Furnished, Hardwood Floor, On Site Laundry","On Site Laundry, Wheelchair Accessible",Dogs & Cats,49.28822988912022,-123.13269291671838,2024-02-05 19:08:06.754
Suffolk House ,West End Apartments,"1540 Haro St, Vancouver, BC V6G 1G5",Vancouver,Apartment,2 Bedrooms,2 Bathrooms,700 SQFT,"$3,390","Assigned Parking, Furnished, Hardwood Floor, On Site Laundry","On Site Laundry, Wheelchair Accessible",Dogs & Cats,49.28822988912022,-123.13269291671838,2024-02-05 19:08:06.754
Suffolk House ,West End Apartments,"1540 Haro St, Vancouver, BC V6G 1G5",Vancouver,Penthouse,3 Bedrooms,1 Bathroom,850 SQFT,"$4,350—$4,490","Assigned Parking, Furnished, Hardwood Floor, On Site Laundry","On Site Laundry, Wheelchair Accessible",Dogs & Cats,49.28822988912022,-123.13269291671838,2024-02-05 19:08:06.754
1918 York Ave,Kitsilano Apartments,"1918 York Ave, Vancouver, BC V6J 1E3",Vancouver,One Bedroom 102,1 Bedrooms,1 Bathroom,560 SQFT,"$2,700","Assigned Parking, Balcony, Carpet, Dishwasher, On Site Laundry, Walk In Closets","Elevator, Garage Parking, On Site Laundry, Outdoor Space, Storage",Dogs & Cats,49.27154273730451,-123.14851763800029,2024-02-05 19:08:06.754
1918 York Ave,Kitsilano Apartments,"1918 York Ave, Vancouver, BC V6J 1E3",Vancouver,Two Berdoom 204,2 Bedrooms,1 Bathroom,800 SQFT,"$3,500","Assigned Parking, Balcony, Carpet, Dishwasher, On Site Laundry, Walk In Closets","Elevator, Garage Parking, On Site Laundry, Outdoor Space, Storage",Dogs & Cats,49.27154273730451,-123.14851763800029,2024-02-05 19:08:06.754
West Bay Court,West End Apartments,"1111 Pacific St, Vancouver, BC V6E 3X7",Vancouver,One Bedroom 101,1 Bedrooms,1 Bathroom,625 SQFT,"$2,700","Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, Hardwood Floor, On Site Laundry","Controlled Access, Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Storage, Wheelchair Accessible",Dogs & Cats,49.27850089934413,-123.13458682805098,2024-02-05 19:08:06.754
West Bay Court,West End Apartments,"1111 Pacific St, Vancouver, BC V6E 3X7",Vancouver,One Bedroom 410,1 Bedrooms,1 Bathroom,680 SQFT,"$2,800","Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, Hardwood Floor, On Site Laundry","Controlled Access, Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Storage, Wheelchair Accessible",Dogs & Cats,49.27850089934413,-123.13458682805098,2024-02-05 19:08:06.754
