Building,Neighbourhood,Address,City,Listing,Bed,Bath,SqFt,Price,Unit Amenities,Building Amenities,Pets,Latitude,Longitude,Date
The Thomas,Casa Loma Apartments,"355 St Clair Ave W, Toronto, ON M5P 1N5",Toronto,"2 Bdrm available at 355 St. Clair Avenue West, Toronto",2 Bedrooms,1 Bathroom,"1,270 SQFT","$4,720",On Site Laundry,"Elevator, On Site Laundry",Dogs & Cats,43.68398795042295,-79.41340406739226,2024-02-24 13:54:17.717
Davisville Village Apartments,Davisville Village Apartments,"111 Davisville Ave, Toronto, ON M4S 1G5",Toronto,"Bachelor available at 111 Davisville Avenue, Toronto",Studios,1 Bathroom,,"$1,790",,,No pets,43.69913159934334,-79.39240627642124,2024-02-24 13:54:17.717
Davisville Village Apartments,Davisville Village Apartments,"111 Davisville Ave, Toronto, ON M4S 1G5",Toronto,"1 Bdrm available at 111 Davisville Avenue, Toronto",1 Bedrooms,1 Bathroom,,"$2,200",,,No pets,43.69913159934334,-79.39240627642124,2024-02-24 13:54:17.717
Davisville Village Apartments,Davisville Village Apartments,"111 Davisville Ave, Toronto, ON M4S 1G5",Toronto,"2 Bdrm available at 111 Davisville Avenue, Toronto",2 Bedrooms,1 Bathroom,,"$3,035",,,No pets,43.69913159934334,-79.39240627642124,2024-02-24 13:54:17.717
Roanoke Apartments,New Toronto Apartments,"7, Toronto, ON M8V None",Toronto,"1 Bdrm available at 7, 9 Roanoke Road , North York",1 Bedrooms,1 Bathroom,685 SQFT,"$2,195","Assigned Parking, Balcony, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Swimming Pool",Dogs & Cats,43.59481480379132,-79.50279592151652,2024-02-24 13:54:17.717
Roanoke Apartments,New Toronto Apartments,"7, Toronto, ON M8V None",Toronto,"2 Bdrm available at 7, 9 Roanoke Road , North York",2 Bedrooms,1 Bathroom,855 SQFT,"$2,635","Assigned Parking, Balcony, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Swimming Pool",Dogs & Cats,43.59481480379132,-79.50279592151652,2024-02-24 13:54:17.717
Upper Canada Court,North Toronto Apartments,"160 Erskine Ave, Toronto, ON M4P 1Z3",Toronto,Bachelor,Studios,1 Bathroom,390 SQFT,"$2,095","Assigned Parking, Dishwasher","Garage Parking, Outdoor Space, Swimming Pool",Dogs & Cats,43.71249095329966,-79.39272114389803,2024-02-24 13:54:17.717
Upper Canada Court,North Toronto Apartments,"160 Erskine Ave, Toronto, ON M4P 1Z3",Toronto,1 Bedroom,1 Bedrooms,1 Bathroom,470 SQFT,"$2,145","Assigned Parking, Dishwasher","Garage Parking, Outdoor Space, Swimming Pool",Dogs & Cats,43.71249095329966,-79.39272114389803,2024-02-24 13:54:17.717
Upper Canada Court,North Toronto Apartments,"160 Erskine Ave, Toronto, ON M4P 1Z3",Toronto,1 Bedroom,1 Bedrooms,1 Bathroom,625 SQFT,"$2,425","Assigned Parking, Dishwasher","Garage Parking, Outdoor Space, Swimming Pool",Dogs & Cats,43.71249095329966,-79.39272114389803,2024-02-24 13:54:17.717
Upper Canada Court,North Toronto Apartments,"160 Erskine Ave, Toronto, ON M4P 1Z3",Toronto,2 Bedroom,2 Bedrooms,1 Bathroom,815 SQFT,"$2,895","Assigned Parking, Dishwasher","Garage Parking, Outdoor Space, Swimming Pool",Dogs & Cats,43.71249095329966,-79.39272114389803,2024-02-24 13:54:17.717
Residences on Bloor,The Village Apartments,"235 Bloor St E, Toronto, ON M4W 3Y3",Toronto,A1,Studios,1 Bathroom,326 SQFT,"$2,152","Hardwood Floor, On Site Laundry",", Fitness Center, On Site Laundry, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.67144854654303,-79.38096611969617,2024-02-24 13:54:17.717
Residences on Bloor,The Village Apartments,"235 Bloor St E, Toronto, ON M4W 3Y3",Toronto,A2,Studios,1 Bathroom,326 SQFT,"$2,291","Hardwood Floor, On Site Laundry",", Fitness Center, On Site Laundry, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.67144854654303,-79.38096611969617,2024-02-24 13:54:17.717
Residences on Bloor,The Village Apartments,"235 Bloor St E, Toronto, ON M4W 3Y3",Toronto,A1,Studios,1 Bathroom,326 SQFT,"$2,311","Hardwood Floor, On Site Laundry",", Fitness Center, On Site Laundry, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.67144854654303,-79.38096611969617,2024-02-24 13:54:17.717
Residences on Bloor,The Village Apartments,"235 Bloor St E, Toronto, ON M4W 3Y3",Toronto,A2,Studios,1 Bathroom,326 SQFT,"$2,335","Hardwood Floor, On Site Laundry",", Fitness Center, On Site Laundry, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.67144854654303,-79.38096611969617,2024-02-24 13:54:17.717
Residences on Bloor,The Village Apartments,"235 Bloor St E, Toronto, ON M4W 3Y3",Toronto,A1,Studios,1 Bathroom,326 SQFT,"$2,345","Hardwood Floor, On Site Laundry",", Fitness Center, On Site Laundry, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.67144854654303,-79.38096611969617,2024-02-24 13:54:17.717
Residences on Bloor,The Village Apartments,"235 Bloor St E, Toronto, ON M4W 3Y3",Toronto,A1,Studios,1 Bathroom,326 SQFT,"$2,354","Hardwood Floor, On Site Laundry",", Fitness Center, On Site Laundry, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.67144854654303,-79.38096611969617,2024-02-24 13:54:17.717
Residences on Bloor,The Village Apartments,"235 Bloor St E, Toronto, ON M4W 3Y3",Toronto,A1,Studios,1 Bathroom,326 SQFT,"$2,381","Hardwood Floor, On Site Laundry",", Fitness Center, On Site Laundry, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.67144854654303,-79.38096611969617,2024-02-24 13:54:17.717
Residences on Bloor,The Village Apartments,"235 Bloor St E, Toronto, ON M4W 3Y3",Toronto,A2,Studios,1 Bathroom,326 SQFT,"$2,437","Hardwood Floor, On Site Laundry",", Fitness Center, On Site Laundry, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.67144854654303,-79.38096611969617,2024-02-24 13:54:17.717
Residences on Bloor,The Village Apartments,"235 Bloor St E, Toronto, ON M4W 3Y3",Toronto,C2,1 Bedrooms,1 Bathroom,670 SQFT,"$2,612","Hardwood Floor, On Site Laundry",", Fitness Center, On Site Laundry, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.67144854654303,-79.38096611969617,2024-02-24 13:54:17.717
Residences on Bloor,The Village Apartments,"235 Bloor St E, Toronto, ON M4W 3Y3",Toronto,C6,1 Bedrooms,1 Bathroom,716 SQFT,"$2,622","Hardwood Floor, On Site Laundry",", Fitness Center, On Site Laundry, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.67144854654303,-79.38096611969617,2024-02-24 13:54:17.717
Residences on Bloor,The Village Apartments,"235 Bloor St E, Toronto, ON M4W 3Y3",Toronto,C3,1 Bedrooms,1 Bathroom,374 SQFT,"$2,682","Hardwood Floor, On Site Laundry",", Fitness Center, On Site Laundry, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.67144854654303,-79.38096611969617,2024-02-24 13:54:17.717
Residences on Bloor,The Village Apartments,"235 Bloor St E, Toronto, ON M4W 3Y3",Toronto,C3,1 Bedrooms,1 Bathroom,470 SQFT,"$2,683","Hardwood Floor, On Site Laundry",", Fitness Center, On Site Laundry, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.67144854654303,-79.38096611969617,2024-02-24 13:54:17.717
Residences on Bloor,The Village Apartments,"235 Bloor St E, Toronto, ON M4W 3Y3",Toronto,C2,1 Bedrooms,1 Bathroom,670 SQFT,"$2,706","Hardwood Floor, On Site Laundry",", Fitness Center, On Site Laundry, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.67144854654303,-79.38096611969617,2024-02-24 13:54:17.717
Residences on Bloor,The Village Apartments,"235 Bloor St E, Toronto, ON M4W 3Y3",Toronto,C2,1 Bedrooms,1 Bathroom,670 SQFT,"$2,755","Hardwood Floor, On Site Laundry",", Fitness Center, On Site Laundry, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.67144854654303,-79.38096611969617,2024-02-24 13:54:17.717
Residences on Bloor,The Village Apartments,"235 Bloor St E, Toronto, ON M4W 3Y3",Toronto,C2,1 Bedrooms,1 Bathroom,670 SQFT,"$2,828","Hardwood Floor, On Site Laundry",", Fitness Center, On Site Laundry, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.67144854654303,-79.38096611969617,2024-02-24 13:54:17.717
Residences on Bloor,The Village Apartments,"235 Bloor St E, Toronto, ON M4W 3Y3",Toronto,C2,1 Bedrooms,1 Bathroom,670 SQFT,"$2,836","Hardwood Floor, On Site Laundry",", Fitness Center, On Site Laundry, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.67144854654303,-79.38096611969617,2024-02-24 13:54:17.717
Residences on Bloor,The Village Apartments,"235 Bloor St E, Toronto, ON M4W 3Y3",Toronto,C3,1 Bedrooms,1 Bathroom,470 SQFT,"$2,856","Hardwood Floor, On Site Laundry",", Fitness Center, On Site Laundry, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.67144854654303,-79.38096611969617,2024-02-24 13:54:17.717
Residences on Bloor,The Village Apartments,"235 Bloor St E, Toronto, ON M4W 3Y3",Toronto,C2,1 Bedrooms,1 Bathroom,670 SQFT,"$2,958","Hardwood Floor, On Site Laundry",", Fitness Center, On Site Laundry, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.67144854654303,-79.38096611969617,2024-02-24 13:54:17.717
Residences on Bloor,The Village Apartments,"235 Bloor St E, Toronto, ON M4W 3Y3",Toronto,C2,1 Bedrooms,1 Bathroom,670 SQFT,"$3,122","Hardwood Floor, On Site Laundry",", Fitness Center, On Site Laundry, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.67144854654303,-79.38096611969617,2024-02-24 13:54:17.717
Residences on Bloor,The Village Apartments,"235 Bloor St E, Toronto, ON M4W 3Y3",Toronto,F3,2 Bedrooms,1 Bathroom,825 SQFT,"$3,622","Hardwood Floor, On Site Laundry",", Fitness Center, On Site Laundry, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.67144854654303,-79.38096611969617,2024-02-24 13:54:17.717
Residences on Bloor,The Village Apartments,"235 Bloor St E, Toronto, ON M4W 3Y3",Toronto,F3,2 Bedrooms,1 Bathroom,825 SQFT,"$3,682","Hardwood Floor, On Site Laundry",", Fitness Center, On Site Laundry, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.67144854654303,-79.38096611969617,2024-02-24 13:54:17.717
Residences on Bloor,The Village Apartments,"235 Bloor St E, Toronto, ON M4W 3Y3",Toronto,F3,2 Bedrooms,1 Bathroom,825 SQFT,"$3,752","Hardwood Floor, On Site Laundry",", Fitness Center, On Site Laundry, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.67144854654303,-79.38096611969617,2024-02-24 13:54:17.717
Waverley,South Annex Apartments,"484 Spadina Ave, Toronto, ON M5S 0E4",Toronto,Peterson,Studios,1 Bathroom,404 SQFT,"$2,750","Air Conditioning, Assigned Parking, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Residents Lounge, Storage, Swimming Pool, Wheelchair Accessible",Dogs & Cats,43.65837614866074,-79.40041660276023,2024-02-24 13:54:17.717
Waverley,South Annex Apartments,"484 Spadina Ave, Toronto, ON M5S 0E4",Toronto,Helm III,1 Bedrooms,1 Bathroom,535 SQFT,"$3,425","Air Conditioning, Assigned Parking, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Residents Lounge, Storage, Swimming Pool, Wheelchair Accessible",Dogs & Cats,43.65837614866074,-79.40041660276023,2024-02-24 13:54:17.717
Waverley,South Annex Apartments,"484 Spadina Ave, Toronto, ON M5S 0E4",Toronto,Helm III,1 Bedrooms,1 Bathroom,539 SQFT,"$3,425","Air Conditioning, Assigned Parking, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Residents Lounge, Storage, Swimming Pool, Wheelchair Accessible",Dogs & Cats,43.65837614866074,-79.40041660276023,2024-02-24 13:54:17.717
Waverley,South Annex Apartments,"484 Spadina Ave, Toronto, ON M5S 0E4",Toronto,Helm,1 Bedrooms,1 Bathroom,540 SQFT,"$3,450","Air Conditioning, Assigned Parking, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Residents Lounge, Storage, Swimming Pool, Wheelchair Accessible",Dogs & Cats,43.65837614866074,-79.40041660276023,2024-02-24 13:54:17.717
Waverley,South Annex Apartments,"484 Spadina Ave, Toronto, ON M5S 0E4",Toronto,Helm,1 Bedrooms,1 Bathroom,540 SQFT,"$3,475","Air Conditioning, Assigned Parking, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Residents Lounge, Storage, Swimming Pool, Wheelchair Accessible",Dogs & Cats,43.65837614866074,-79.40041660276023,2024-02-24 13:54:17.717
Waverley,South Annex Apartments,"484 Spadina Ave, Toronto, ON M5S 0E4",Toronto,Helm,1 Bedrooms,1 Bathroom,573 SQFT,"$3,525","Air Conditioning, Assigned Parking, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Residents Lounge, Storage, Swimming Pool, Wheelchair Accessible",Dogs & Cats,43.65837614866074,-79.40041660276023,2024-02-24 13:54:17.717
Waverley,South Annex Apartments,"484 Spadina Ave, Toronto, ON M5S 0E4",Toronto,Lightfoot,2 Bedrooms,2 Bathrooms,774 SQFT,"$4,400","Air Conditioning, Assigned Parking, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Residents Lounge, Storage, Swimming Pool, Wheelchair Accessible",Dogs & Cats,43.65837614866074,-79.40041660276023,2024-02-24 13:54:17.717
Waverley,South Annex Apartments,"484 Spadina Ave, Toronto, ON M5S 0E4",Toronto,Lightfoot,2 Bedrooms,2 Bathrooms,774 SQFT,"$4,425","Air Conditioning, Assigned Parking, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Residents Lounge, Storage, Swimming Pool, Wheelchair Accessible",Dogs & Cats,43.65837614866074,-79.40041660276023,2024-02-24 13:54:17.717
Waverley,South Annex Apartments,"484 Spadina Ave, Toronto, ON M5S 0E4",Toronto,Maida,2 Bedrooms,2 Bathrooms,815 SQFT,"$4,600","Air Conditioning, Assigned Parking, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Residents Lounge, Storage, Swimming Pool, Wheelchair Accessible",Dogs & Cats,43.65837614866074,-79.40041660276023,2024-02-24 13:54:17.717
Waverley,South Annex Apartments,"484 Spadina Ave, Toronto, ON M5S 0E4",Toronto,Maida,2 Bedrooms,2 Bathrooms,815 SQFT,"$4,600","Air Conditioning, Assigned Parking, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Residents Lounge, Storage, Swimming Pool, Wheelchair Accessible",Dogs & Cats,43.65837614866074,-79.40041660276023,2024-02-24 13:54:17.717
Waverley,South Annex Apartments,"484 Spadina Ave, Toronto, ON M5S 0E4",Toronto,Feist,3 Bedrooms,2 Bathrooms,"1,016 SQFT","$5,975","Air Conditioning, Assigned Parking, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Residents Lounge, Storage, Swimming Pool, Wheelchair Accessible",Dogs & Cats,43.65837614866074,-79.40041660276023,2024-02-24 13:54:17.717
Waverley,South Annex Apartments,"484 Spadina Ave, Toronto, ON M5S 0E4",Toronto,Feist,3 Bedrooms,2 Bathrooms,"1,016 SQFT","$6,000","Air Conditioning, Assigned Parking, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Residents Lounge, Storage, Swimming Pool, Wheelchair Accessible",Dogs & Cats,43.65837614866074,-79.40041660276023,2024-02-24 13:54:17.717
Waverley,South Annex Apartments,"484 Spadina Ave, Toronto, ON M5S 0E4",Toronto,Feist,3 Bedrooms,2 Bathrooms,"1,016 SQFT","$6,000","Air Conditioning, Assigned Parking, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Residents Lounge, Storage, Swimming Pool, Wheelchair Accessible",Dogs & Cats,43.65837614866074,-79.40041660276023,2024-02-24 13:54:17.717
The Galleria,Willowdale Apartments,"77 Finch Ave E, Toronto, ON M2N 6H8",Toronto,H1-B,2 Bedrooms,1 Bathroom,770 SQFT,"$3,215","Air Conditioning, Dishwasher, In Unit Laundry",", Concierge Service, Fitness Center, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",No pets,43.780850630667246,-79.41033549133715,2024-02-24 13:54:17.717
The Galleria,Willowdale Apartments,"77 Finch Ave E, Toronto, ON M2N 6H8",Toronto,G2-A,2 Bedrooms,"1 Full, 1 Half Bath",925 SQFT,"$3,400","Air Conditioning, Dishwasher, In Unit Laundry",", Concierge Service, Fitness Center, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",No pets,43.780850630667246,-79.41033549133715,2024-02-24 13:54:17.717
The Galleria,Willowdale Apartments,"77 Finch Ave E, Toronto, ON M2N 6H8",Toronto,G1,2 Bedrooms,2 Bathrooms,775 SQFT,"$3,485","Air Conditioning, Dishwasher, In Unit Laundry",", Concierge Service, Fitness Center, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",No pets,43.780850630667246,-79.41033549133715,2024-02-24 13:54:17.717
The Galleria,Willowdale Apartments,"77 Finch Ave E, Toronto, ON M2N 6H8",Toronto,J3,2 Bedrooms,2 Bathrooms,850 SQFT,"$3,565","Air Conditioning, Dishwasher, In Unit Laundry",", Concierge Service, Fitness Center, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",No pets,43.780850630667246,-79.41033549133715,2024-02-24 13:54:17.717
The Galleria,Willowdale Apartments,"77 Finch Ave E, Toronto, ON M2N 6H8",Toronto,L2,3 Bedrooms,2 Bathrooms,"1,280 SQFT","$3,917","Air Conditioning, Dishwasher, In Unit Laundry",", Concierge Service, Fitness Center, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",No pets,43.780850630667246,-79.41033549133715,2024-02-24 13:54:17.717
Widdicombe Place,Richview Apartments,"53 Widdicombe Hill Blvd, Toronto, ON M9R 1Y3",Toronto,I2,2 Bedrooms,2 Bathrooms,"1,448 SQFT","$3,318","Air Conditioning, Dishwasher, Fireplace, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Fitness Center, On Site Laundry, Package Service, Storage, Swimming Pool",Dogs & Cats,43.67851162870624,-79.55318922120583,2024-02-24 13:54:17.717
Widdicombe Place,Richview Apartments,"53 Widdicombe Hill Blvd, Toronto, ON M9R 1Y3",Toronto,I1,2 Bedrooms,2 Bathrooms,"1,358 SQFT","$3,364","Air Conditioning, Dishwasher, Fireplace, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Fitness Center, On Site Laundry, Package Service, Storage, Swimming Pool",Dogs & Cats,43.67851162870624,-79.55318922120583,2024-02-24 13:54:17.717
Widdicombe Place,Richview Apartments,"53 Widdicombe Hill Blvd, Toronto, ON M9R 1Y3",Toronto,I3,2 Bedrooms,2 Bathrooms,"1,448 SQFT","$3,423","Air Conditioning, Dishwasher, Fireplace, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Fitness Center, On Site Laundry, Package Service, Storage, Swimming Pool",Dogs & Cats,43.67851162870624,-79.55318922120583,2024-02-24 13:54:17.717
Widdicombe Place,Richview Apartments,"53 Widdicombe Hill Blvd, Toronto, ON M9R 1Y3",Toronto,I7,2 Bedrooms,2 Bathrooms,"1,358 SQFT","$3,665","Air Conditioning, Dishwasher, Fireplace, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Fitness Center, On Site Laundry, Package Service, Storage, Swimming Pool",Dogs & Cats,43.67851162870624,-79.55318922120583,2024-02-24 13:54:17.717
Widdicombe Place,Richview Apartments,"53 Widdicombe Hill Blvd, Toronto, ON M9R 1Y3",Toronto,J3,2 Bedrooms,"2 Full, 1 Half Bath","1,883 SQFT","$4,105","Air Conditioning, Dishwasher, Fireplace, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Fitness Center, On Site Laundry, Package Service, Storage, Swimming Pool",Dogs & Cats,43.67851162870624,-79.55318922120583,2024-02-24 13:54:17.717
Widdicombe Place,Richview Apartments,"53 Widdicombe Hill Blvd, Toronto, ON M9R 1Y3",Toronto,V1,3 Bedrooms,"3 Full, 1 Half Bath","3,337 SQFT","$5,197","Air Conditioning, Dishwasher, Fireplace, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Fitness Center, On Site Laundry, Package Service, Storage, Swimming Pool",Dogs & Cats,43.67851162870624,-79.55318922120583,2024-02-24 13:54:17.717
Lake Promenade Community,Long Branch Apartments,"240 Lake Promenade, Toronto, ON M8W 1B2",Toronto,1 Bedroom,1 Bedrooms,1 Bathroom,575 SQFT,"$2,150","Assigned Parking, Balcony, Dishwasher, On Site Laundry","Controlled Access, Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Storage, Swimming Pool",No pets,43.588957092722055,-79.53169954857523,2024-02-24 13:54:17.717
Lake Promenade Community,Long Branch Apartments,"240 Lake Promenade, Toronto, ON M8W 1B2",Toronto,2 Bedroom,2 Bedrooms,1 Bathroom,754 SQFT,"$2,600","Assigned Parking, Balcony, Dishwasher, On Site Laundry","Controlled Access, Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Storage, Swimming Pool",No pets,43.588957092722055,-79.53169954857523,2024-02-24 13:54:17.717
Lake Promenade Community,Long Branch Apartments,"31 Park Blvd, Toronto, ON M8W 1G5",Toronto,1 Bedroom,1 Bedrooms,1 Bathroom,550 SQFT,"$2,150","Assigned Parking, Balcony, Dishwasher, On Site Laundry","Controlled Access, Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Storage, Swimming Pool",No pets,43.59062870869936,-79.53166714738843,2024-02-24 13:54:17.717
Lake Promenade Community,Long Branch Apartments,"31 Park Blvd, Toronto, ON M8W 1G5",Toronto,2 Bedroom,2 Bedrooms,1 Bathroom,670 SQFT,"$2,575","Assigned Parking, Balcony, Dishwasher, On Site Laundry","Controlled Access, Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Storage, Swimming Pool",No pets,43.59062870869936,-79.53166714738843,2024-02-24 13:54:17.717
Lake Promenade Community,Long Branch Apartments,"230 Lake Promenade, Toronto, ON M8W 1B1",Toronto,1 Bedroom,1 Bedrooms,1 Bathroom,575 SQFT,"$2,150","Assigned Parking, Balcony, Dishwasher, On Site Laundry","Controlled Access, Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Storage, Swimming Pool",No pets,43.588930608882166,-79.53056702192384,2024-02-24 13:54:17.717
Lake Promenade Community,Long Branch Apartments,"230 Lake Promenade, Toronto, ON M8W 1B1",Toronto,2 Bedroom,2 Bedrooms,1 Bathroom,754 SQFT,"$2,600","Assigned Parking, Balcony, Dishwasher, On Site Laundry","Controlled Access, Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Storage, Swimming Pool",No pets,43.588930608882166,-79.53056702192384,2024-02-24 13:54:17.717
Lake Promenade Community,Long Branch Apartments,"220 Lake Promenade, Toronto, ON M8W 1A9",Toronto,Jr. 1 Bedroom,1 Bedrooms,1 Bathroom,432 SQFT,"$2,025","Assigned Parking, Balcony, Dishwasher, On Site Laundry","Controlled Access, Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Storage, Swimming Pool",No pets,43.58953199853647,-79.52924642086393,2024-02-24 13:54:17.717
Lake Promenade Community,Long Branch Apartments,"220 Lake Promenade, Toronto, ON M8W 1A9",Toronto,1 Bedroom,1 Bedrooms,1 Bathroom,574 SQFT,"$2,150","Assigned Parking, Balcony, Dishwasher, On Site Laundry","Controlled Access, Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Storage, Swimming Pool",No pets,43.58953199853647,-79.52924642086393,2024-02-24 13:54:17.717
Lake Promenade Community,Long Branch Apartments,"220 Lake Promenade, Toronto, ON M8W 1A9",Toronto,2 Bedroom,2 Bedrooms,1 Bathroom,747 SQFT,"$2,600","Assigned Parking, Balcony, Dishwasher, On Site Laundry","Controlled Access, Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Storage, Swimming Pool",No pets,43.58953199853647,-79.52924642086393,2024-02-24 13:54:17.717
Strada,Little Italy Apartments,"555 College St, Toronto, ON M6G 0B1",Toronto,2 Bedroom 2 Bathroom,2 Bedrooms,2 Bathrooms,788 SQFT,"$3,751","Air Conditioning, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Controlled Access, Elevator, Fitness Center, On Site Laundry, Onsite Management, Package Service, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.65549640870525,-79.41225383186561,2024-02-24 13:54:17.717
Strada,Little Italy Apartments,"555 College St, Toronto, ON M6G 0B1",Toronto,2 Bedroom,2 Bedrooms,2 Bathrooms,,"$3,780","Air Conditioning, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Controlled Access, Elevator, Fitness Center, On Site Laundry, Onsite Management, Package Service, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.65549640870525,-79.41225383186561,2024-02-24 13:54:17.717
Strada,Little Italy Apartments,"555 College St, Toronto, ON M6G 0B1",Toronto,2 Bedroom 2 Bathroom,2 Bedrooms,2 Bathrooms,853 SQFT,"$3,964","Air Conditioning, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Controlled Access, Elevator, Fitness Center, On Site Laundry, Onsite Management, Package Service, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.65549640870525,-79.41225383186561,2024-02-24 13:54:17.717
