Building,Address,Listing,Bed,Bath,SqFt,Price,Unit Amenities,Building Amenities,Pets,Latitude,Longitude
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A06 One Bedroom,1 Bedrooms,1 Bathroom,534 SQFT,"$3,044","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A06 One Bedroom,1 Bedrooms,1 Bathroom,534 SQFT,"$3,069","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A06 One Bedroom,1 Bedrooms,1 Bathroom,534 SQFT,"$3,074","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A08a One Bedroom,1 Bedrooms,1 Bathroom,577 SQFT,"$3,094","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A06 One Bedroom,1 Bedrooms,1 Bathroom,534 SQFT,"$3,114","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A06 One Bedroom,1 Bedrooms,1 Bathroom,534 SQFT,"$3,119","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A06 One Bedroom,1 Bedrooms,1 Bathroom,534 SQFT,"$3,124","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A10 One Bedroom,1 Bedrooms,1 Bathroom,606 SQFT,"$3,129","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A06 One Bedroom,1 Bedrooms,1 Bathroom,534 SQFT,"$3,154","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A06 One Bedroom,1 Bedrooms,1 Bathroom,534 SQFT,"$3,159","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A06 One Bedroom,1 Bedrooms,1 Bathroom,534 SQFT,"$3,164","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A09 One Bedroom,1 Bedrooms,1 Bathroom,592 SQFT,"$3,239","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A11 One Bedroom,1 Bedrooms,1 Bathroom,622 SQFT,"$3,289","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A07 One Bedroom,1 Bedrooms,1 Bathroom,562 SQFT,"$3,544","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",AD1 One Bedroom,1 Bedrooms,1 Bathroom,695 SQFT,"$3,619","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B01 Two Bedroom,2 Bedrooms,2 Bathrooms,662 SQFT,"$3,496","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B01 Two Bedroom,2 Bedrooms,2 Bathrooms,689 SQFT,"$3,546","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B01 Two Bedroom,2 Bedrooms,2 Bathrooms,689 SQFT,"$3,561","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B01 Two Bedroom,2 Bedrooms,2 Bathrooms,689 SQFT,"$3,586","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B01 Two Bedroom,2 Bedrooms,2 Bathrooms,689 SQFT,"$3,591","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B01 Two Bedroom,2 Bedrooms,2 Bathrooms,689 SQFT,"$3,596","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B01 Two Bedroom,2 Bedrooms,2 Bathrooms,689 SQFT,"$3,611","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B01 Two Bedroom,2 Bedrooms,2 Bathrooms,689 SQFT,"$3,616","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B02 Two Bedroom,2 Bedrooms,2 Bathrooms,745 SQFT,"$3,621","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B02 Two Bedroom,2 Bedrooms,2 Bathrooms,745 SQFT,"$3,626","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B03 Two Bedroom,2 Bedrooms,2 Bathrooms,757 SQFT,"$3,636","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B03 Two Bedroom,2 Bedrooms,2 Bathrooms,757 SQFT,"$3,651","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B03 Two Bedroom,2 Bedrooms,2 Bathrooms,757 SQFT,"$3,656","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B03 Two Bedroom,2 Bedrooms,2 Bathrooms,757 SQFT,"$3,661","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B03 Two Bedroom,2 Bedrooms,2 Bathrooms,757 SQFT,"$3,666","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B03 Two Bedroom,2 Bedrooms,2 Bathrooms,757 SQFT,"$3,671","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B03 Two Bedroom,2 Bedrooms,2 Bathrooms,757 SQFT,"$3,686","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B03 Two Bedroom,2 Bedrooms,2 Bathrooms,757 SQFT,"$3,691","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B03 Two Bedroom,2 Bedrooms,2 Bathrooms,757 SQFT,"$3,696","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B03 Two Bedroom,2 Bedrooms,2 Bathrooms,757 SQFT,"$3,711","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B02 Two Bedroom,2 Bedrooms,2 Bathrooms,745 SQFT,"$3,726","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B03 Two Bedroom,2 Bedrooms,2 Bathrooms,757 SQFT,"$3,736","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B03 Two Bedroom,2 Bedrooms,2 Bathrooms,757 SQFT,"$3,746","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B03 Two Bedroom,2 Bedrooms,2 Bathrooms,757 SQFT,"$3,766","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B03 Two Bedroom,2 Bedrooms,2 Bathrooms,757 SQFT,"$3,771","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B03 Two Bedroom,2 Bedrooms,2 Bathrooms,757 SQFT,"$3,776","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B03 Two Bedroom,2 Bedrooms,2 Bathrooms,757 SQFT,"$3,781","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B03 Two Bedroom,2 Bedrooms,2 Bathrooms,757 SQFT,"$3,811","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B03 Two Bedroom,2 Bedrooms,2 Bathrooms,757 SQFT,"$3,816","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B03 Two Bedroom,2 Bedrooms,2 Bathrooms,757 SQFT,"$3,826","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B03 Two Bedroom,2 Bedrooms,2 Bathrooms,757 SQFT,"$3,856","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B04 Two Bedroom,2 Bedrooms,2 Bathrooms,799 SQFT,"$3,907","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",B04 Two Bedroom,2 Bedrooms,2 Bathrooms,799 SQFT,"$3,917","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
